,price,light-bold,smooth-tannic,dry-sweet,soft-acidic,alcohol_pct,residual_sugar_g/l,acidity_g/l,winery
180,662.92 kr.,63.824,78.0562,4.2432,84.3589,,,,Conterno Fantino
181,399 kr.,81.2699,26.1051,47.5247,28.8741,,,,Ca La Bionda
182,430.95 kr.,70.552,74.8205,3.94259,81.1199,,,,Franco Conterno
183,921.75 kr.,67.3425,45.5925,43.5803,19.5986,,,,Desmonta
184,439 kr.,78.3062,31.3985,49.9704,31.6336,,,,Pietro Zardini
185,255 kr.,84.7639,21.3587,46.0333,24.7368,,,,Corte Lenguin
186,844.08 kr.,53.4144,49.5457,10.5773,47.6425,14.5,,,Paolo Bea
187,300 kr.,50.7411,36.8889,26.1178,64.0478,,,,Cascina del Colle
188,332.83 kr.,49.2945,34.0317,11.4098,43.9423,,,,Verrazzano
189,419 kr.,85,26.3049,48.3008,24.974,,,,Brigaldara
190,847.38 kr.,62.534,35.7086,22.1692,25.9736,15,,,Quintarelli Giuseppe
191,3491.51 kr.,64.6373,78.7481,6.33906,84.4422,,,,Roberto Voerzio
192,798 kr.,48.0782,38.1909,12.3644,45.9148,,,,Podere Forte
193,999 kr.,64.9961,72.8278,9.16843,85,,,,La Spinetta
194,1172.22 kr.,66.001,73.9735,11.4163,73.6418,14.5,,,Damilano
195,1995 kr.,85,22.6066,48.2171,24.3247,,,,Buglioni
196,1987.50 kr.,62.6872,77.7359,9.1899,85,,,,Aldo Conterno
197,3017.41 kr.,38.366,40.9381,14.7677,66.4935,,,,Valentini
198,799 kr.,85,47.6012,24.6201,29.5568,15,,,Vinosia
199,3240.12 kr.,62.3598,83.4282,10.007,85,,,,Roberto Voerzio
200,336.20 kr.,82.0122,42.8672,32.4025,29.4619,,,,Tenuta Iuzzolini
201,1575.41 kr.,80.9687,34.0938,32.125,20.2187,,,,Carboni
202,540.44 kr.,48.1214,57.1406,6.67772,63.2122,,,,Poggio Rubino
203,1499 kr.,61.0458,76.762,11.0778,85,,,,Bruno Giacosa
204,444.98 kr.,56.041,42.7219,15.6131,42.6688,15,,,Tenuta di Nozzole
205,931.07 kr.,51.6711,44.6136,17.5954,44.2484,,,,Castello dei Rampolla
206,1050 kr.,62.2822,82.9531,15.1327,85,,,,Vietti
207,2508.32 kr.,60.6082,81.5542,4.07902,85,14,,,Mascarello Giuseppe e Figlio
208,1056.06 kr.,58.7279,79.1258,10.847,82.3406,,,,Giuseppe Rinaldi
209,709 kr.,67.9287,44.5608,33.2612,22.5596,,,,De Stefani
210,489.28 kr.,85,40.6292,31.2604,22.7521,,,,
211,,83.4593,31.3325,45.1208,26.57,15.5,,,Garbole
212,144.43 kr.,66.9645,28.2724,23.2855,23.892,,,,Fratelli Vogadori
213,10022.04 kr.,50.1916,42.8446,13.2075,45.4086,13,,,Castello di Ama
214,856.58 kr.,85,31.597,48.4239,25.3381,,,,Masi
215,399 kr.,60.1675,34.7881,11.4969,34.7917,14.5,,,Poderi del Paradiso
216,1907.03 kr.,55.3117,38.1623,15.1087,40.3613,,,,Tua Rita
217,1109.84 kr.,61.842,80.6958,8.46924,85,,,,Paolo Scavino
218,390.62 kr.,56.5566,64.3711,0,72.4371,,,,La Sala
219,900 kr.,85,25.2675,49.6886,32.6974,,,,Corte Archi
220,1206.01 kr.,47.7524,35.5,17.5752,47.5218,14.5,,,Tenuta Argentiera
221,313.20 kr.,67.6575,72.0772,4.09805,85,,,,Cascina Bruciata
222,1374.96 kr.,46.8357,38.8214,17.15,53.8886,,,,Girlan
223,775 kr.,62.8005,73.6058,1.20485,85,,,,Azelia
224,,64.8617,30.3163,24.5643,59.5982,,,,Franco Roero
225,887.40 kr.,43.1429,51.1607,3.77679,43.4643,15,,,Tili
226,369 kr.,81.8031,29.2681,45.5193,26.6389,,,,Benedetti
227,578.86 kr.,68.8348,19.3581,44.189,23.5937,,,,Meroni
228,300.18 kr.,66.1195,39.7862,31.4642,25.8604,14,,,Erbhof Unterganzner
229,154.58 kr.,40.056,40.6716,0,39.7761,,,,Le Pietrose
230,875.30 kr.,85,28.9132,49.2872,26.75,,,,Edizione Limitata
231,11.75 kr.,56.4087,85,0,85,,,,Osvaldo Viberti
232,950.59 kr.,85,24.8721,46.3223,24.1414,,,,Cesari
233,650 kr.,43.9092,53.2838,11.5242,65.5301,13.5,,,Sesti
234,1633.69 kr.,76.8063,26.1637,43.0299,20.9419,16.5,,,Allegrini
235,399.75 kr.,85,25.2993,52.7615,27.0699,,,,Fabiano
236,106.53 kr.,74.1655,34.0554,25.9971,21.1268,,,,Bonazzi Dario e Fabio
237,626.51 kr.,40.5985,25.4206,2.75493,40.8011,,,,Carlo Baccheschi Berti
238,520 kr.,53.2732,61.6639,10.1284,67.1489,14.5,,,Podere le Ripi
239,281 kr.,67.488,39.4503,5.25599,39.0702,,,,Giovanni Montisci
240,375 kr.,85,24.8103,51.0298,21.8512,,,,Montresor
241,946.15 kr.,63.0114,66.5847,21.5106,85,,,,Gaja
242,263.16 kr.,85,24.7519,50.8776,20.8999,,,,Tommasi
243,305.53 kr.,63.7472,40.932,20.7823,44.1683,,,,Toggenburg
244,1593.94 kr.,60.84,79.1594,9.89637,84.3406,,,,Cappellano
245,610.04 kr.,60.2047,71.5009,9.85554,79.8835,,,,Cordero di Montezemolo
246,770.54 kr.,82.8333,19.7442,49.6667,25.533,,,,Montresor
247,1250 kr.,62.4641,75.86,2.38197,83.1968,14,,,Vietti
248,1731.42 kr.,58.5329,47.9204,18.3688,47.0062,,,,Oasi degli Angeli
249,484.16 kr.,51.0193,56.3509,12.5429,64.0467,,,,Fanti
250,144.04 kr.,65.976,40.0582,5.57192,14.7671,,,,Tenute Falezza
251,1053.08 kr.,85,41.572,26.7225,28.4174,,,,Quintodecimo
252,1153.37 kr.,46.1793,54.886,8.83103,62.8086,,,,La Fiorita
253,272.20 kr.,85,17.0833,48.4861,20.6319,,,,Corte Aleardi
254,699 kr.,83.909,30.2778,50.8596,24.7022,,,,Spinosa
255,700 kr.,47.3573,58.2184,8.26174,63.5991,,,,Gaja
256,638.72 kr.,49.407,67.8837,11.8779,56.3721,14.5,,,Stella di Campalto
257,499 kr.,60.9092,81.6209,3.90129,82.3909,,,,Gagliasso
258,246.56 kr.,47.8739,58.1902,0.752185,62.7201,,,,Terralsole
259,236.56 kr.,51.9898,38.8163,4.28809,43.2696,,,,Torciano
260,847.38 kr.,82.5648,37.7228,32.7193,27.3909,,,,Taurino
261,1170.96 kr.,85,37.3248,34.0641,16.9872,,,,Antonio Ferrari
262,431.71 kr.,76.537,19.8672,52.4635,23.685,,,,Tommasi
263,699 kr.,67.8461,48.2115,5,31.1731,,,,I Campi
264,411.04 kr.,46.6081,36.9881,0.56746,42.9434,,,,Talosa
265,976.66 kr.,64.0151,47.1752,21.8348,29.9116,,,,Gravner
266,284.09 kr.,55.7044,48.1691,4.89834,46.2427,13.5,,,Colle Santa Mustiola
267,509 kr.,73.6104,19.565,36.2706,11.9618,,,,Schola Sarmenti
268,364.98 kr.,51.5354,59.8849,5.80124,63.3093,,,,Val di Suga
269,275 kr.,85,22.7412,54.966,22.5406,,,,Corte Alta Fumane
270,1382.61 kr.,45,43.4091,0,42.7273,,,,Castorani
271,1462.19 kr.,27.3766,65.0728,0,66.9399,,,,Stella di Campalto
272,331.46 kr.,58.2438,59.2654,15.608,49.1806,,,,Romanelli
273,160 kr.,66.4175,31.3877,46.5104,23.3936,,,,Fratelli Vogadori
274,279.20 kr.,45.033,35.3312,7.62437,45.2487,,,,Camperchi
275,245 kr.,67.7556,24.5722,42.5833,3.36666,,,,
276,1005.56 kr.,67.2683,71.7332,11.3674,85,14,,,Bruno Rocca
277,252.51 kr.,60.6184,37.2976,19.8315,48.0439,,,,Ernesto Ruffo
278,1452.47 kr.,54.4951,71.5379,6.5892,80.3905,,,,Roagna
279,196.93 kr.,85,21.6816,52.0283,23.1937,,,,Domenico Fraccaroli
280,3314.98 kr.,64.4949,41.9935,19.1065,31.9497,,,,Foradori
281,499 kr.,45.7516,55.9738,8.11388,64.8369,,,,Ciacci Piccolomini d'Aragona
282,552.74 kr.,52.7951,61.4171,8.20732,63.1951,14.5,,,La Rasina
283,300 kr.,85,35.2806,42.0663,25.4133,,,,Corte Aleardi
284,400 kr.,52.7289,46.1615,3.37486,46.5003,,,,Argiano
285,722.66 kr.,65.2377,40.509,21.5689,26.7881,,,,Coppo
286,279.03 kr.,57.8499,48.9673,7.05872,49.9183,,,,Terre Margaritelli
287,812.74 kr.,47.1985,51.9973,12.2291,64.3909,,,,San Felice
288,541.37 kr.,51.1554,62.3826,5.66924,62.0968,,,,Camigliano
289,353.73 kr.,82.8239,40.9273,29.0386,36.5125,,,,Corte Figaretto
290,435.74 kr.,64.0095,77.0652,7.05006,76.8846,,,,Luigi Baudana
291,1443.53 kr.,42.6233,55.9885,3.56098,64.6877,14.5,,,Isole e Olena
292,1700 kr.,61.3749,76.1638,13.6468,83.7053,,,,Vietti
293,1773.13 kr.,83.0869,24.42,47.4723,24.4283,,,,Speri
294,47.43 kr.,59.8553,32.3289,31.6842,19.3947,,,,Ristorante Pie Nie
295,804.44 kr.,64.4085,79.9771,9.94904,82.9809,,,,Aldo Conterno
296,177.06 kr.,67.9324,40.3942,34.6149,17.6757,,,,San Giulio
297,250 kr.,65.7268,37.8657,39.6759,22.875,,,,Fattoria Cabanon
298,145.70 kr.,70.1454,28.3449,24.244,31.1178,,,,Recchia
299,320 kr.,65.7949,67.0158,3.36408,67.9903,,,,Lodali
300,175.97 kr.,55,16.9,0,60,,,,Nizza Silvano
301,369.24 kr.,66.75,85,0,85,,,,Wongraven
302,753.97 kr.,72.1776,44.9508,29.2678,36.7801,,,,Spadafora
303,8542.50 kr.,51.7727,34.6727,7.62727,37.0727,13.5,,,Antinori
304,213.01 kr.,64.6351,17.5,40.7586,10.0431,,,,Attanasio
305,1750 kr.,82.4707,42.0506,20.6522,33.3888,,,,Frank Cornelissen
306,742.06 kr.,62.7792,74.1833,0,79.7707,,,,Oddero
307,2472.50 kr.,61.2323,85,1.36384,85,,,,Gaja
308,127.03 kr.,51.3182,36.0477,9.19091,51.7432,,,,I Tamasotti
309,510.54 kr.,41.5926,30.6829,1.46759,44.2894,,,,Tenuta Casanova
310,994.05 kr.,69.2548,84.7656,0,85,,,,Gaja
311,300 kr.,85,16.7152,50.0902,20.5142,,,,Accordini
312,123.89 kr.,68.1025,26.2578,42.0295,15.6065,,,,Emera
313,675.96 kr.,60.8472,68.8363,4.67265,84.0392,,,,Marchesi di Gresy
314,550 kr.,62.4303,78.3166,6.0836,84.2319,14.5,,,Luigi Einaudi
315,238.62 kr.,84.9768,45.1572,14.3879,35.1727,,,,Barone di Serramarrocco
316,375 kr.,65.917,36.4956,18.8562,25.5727,,,,Marion
317,1830.57 kr.,85,21.7377,50.6821,21.3827,,,,El Pendola
318,700.16 kr.,51.6499,36.9315,18.8494,42.9193,,,,Podere Forte
319,1156.39 kr.,77.2581,16.815,45.6634,25.7861,,,,Musella
320,211.62 kr.,76.7384,48.1782,7.22917,43.2107,,,,Alberto Serenelli
321,378.10 kr.,68.207,44.9126,21.8374,23.8957,,,,Peter Sölva
322,635.29 kr.,54.5575,43.6242,12.8375,46.3619,14,,,La Massa
323,304.94 kr.,46.2288,57.2219,6.46546,62.7418,,,,Villa I Cipressi
324,334.52 kr.,62.3645,38.6084,30.3881,27.222,,,,Le Vigne di San Pietro
325,169 kr.,45.2268,41.744,4.40121,44.813,,,,Cantina Vignaioli del Morellino di Scansano
326,249 kr.,72.3095,38.0655,28.4505,30.3388,,,,Farnese
327,532.66 kr.,50.3312,80.2511,0,82.8896,,,,E. Molino
328,462.52 kr.,40.3264,54.4479,0,68.099,,,,Il Paradiso di Frassina
329,66.60 kr.,36.3159,31.4731,23.4771,50.8495,,,,Fratelli Vogadori
330,587.54 kr.,63.5369,76.3347,7.19226,82.9828,,,,Damilano
331,493.84 kr.,65.1632,75.8395,10.9284,83.9059,,,,Elio Grasso
332,277.26 kr.,55.7457,42.8772,34.4543,45.279,,,,Cantina Zaccagnini
333,184.81 kr.,52.2677,35.6098,0,44.0189,,,,Villa La Ripa
334,288 kr.,66.7,48.3902,15.7357,35.0229,,,,La Stoppa
335,599 kr.,56.6898,43.4526,26.104,50.4361,,,,Cà dei Conti
336,659.43 kr.,64.7328,37.6092,16.2155,25.0144,,,,Moletto
337,459 kr.,85,23.5834,49.9423,22.2667,,,,Stefano Accordini
338,94.31 kr.,61.9962,56.7125,5.24327,46.0567,,,,Cantine Rialto
339,213.15 kr.,42.5,42.5,0,40.86,,,,Castello del Terriccio
340,445 kr.,85,22.9605,48.5944,23.7923,,,,Buglioni
341,758.84 kr.,67.8142,66.9257,0,85,,,,Natale Verga
342,423.25 kr.,68.9828,37.8329,29.5,25.9717,,,,Garbole
343,625 kr.,85,22.383,33.0213,20.2287,,,,Corte San Benedetto
344,656.41 kr.,56.2774,85,0,85,,,,Rivetto
345,479.68 kr.,49.1107,61.0464,13.5536,60.5286,,,,Fuligni
346,386.13 kr.,42.3834,29.137,23.5735,55.7181,,,,Monte del Frá
347,334.81 kr.,58.2737,24.2867,12.6734,66.286,,,,Vietti
348,540.02 kr.,48.7375,51.5695,6.52916,59.8758,,,,Altesino
349,522.17 kr.,65.9009,19.7208,38.1248,58.8424,,,,Luigi Spertino
